Time,Amount,Class
32309,8.49,0.0
32309,29.85,0.0
32310,9.99,0.0
32310,5.35,0.0
32311,175.26,0.0
32312,1.98,0.0
32313,453.72,0.0
32313,246.34,0.0
32313,38.0,0.0
32313,17.05,0.0
32314,50.75,0.0
32314,1.98,0.0
32315,1.79,0.0
32316,2.48,0.0
32317,0.89,0.0
32317,5.0,0.0
32318,35.8,0.0
32319,70.0,0.0
32319,69.98,0.0
32320,7.0,0.0
32320,65.48,0.0
32321,1.88,0.0
32321,87.0,0.0
32322,1.0,0.0
32323,44.95,0.0
32324,90.41,0.0
32324,98.9,0.0
32327,54.9,0.0
32327,62.5,0.0
32327,1.79,0.0
32328,0.99,0.0
32328,67.41,0.0
32328,108.0,0.0
32328,164.88,0.0
32329,13.99,0.0
32330,69.95,0.0
32330,46.84,0.0
32330,11.5,0.0
32332,143.27,0.0
32332,44.74,0.0
32332,107.06,0.0
32332,1.0,0.0
32333,1.98,0.0
32333,3.59,0.0
32335,150.0,0.0
32336,17.58,0.0
32336,24.99,0.0
32338,115.75,0.0
32338,1.0,0.0
32341,9.99,0.0
32341,17.99,0.0
32341,69.0,0.0
32342,39.0,0.0
32342,144.27,0.0
32343,75.0,0.0
32344,19.0,0.0
32344,12.31,0.0
32344,27.99,0.0
32344,3.15,0.0
32345,69.0,0.0
32345,21.99,0.0
32346,71.92,0.0
32346,0.89,0.0
32347,44.87,0.0
32347,62.48,0.0
32348,115.81,0.0
32349,1.52,0.0
32349,37.75,0.0
32349,9.89,0.0
32349,54.95,0.0
32349,89.99,0.0
32349,1.52,0.0
32349,34.0,0.0
32349,62.5,0.0
32350,176.97,0.0
32351,3889.0,0.0
32351,8.76,0.0
32353,0.99,0.0
32354,24.0,0.0
32354,1.0,0.0
32354,52.04,0.0
32355,970.26,0.0
32355,318.6,0.0
32355,0.75,0.0
32358,45.0,0.0
32358,50.9,0.0
32359,1.98,0.0
32359,1631.61,0.0
32360,10.0,0.0
32360,8.69,0.0
32361,0.76,0.0
32361,10.0,0.0
32361,37.92,0.0
32362,31.0,0.0
32363,154.99,0.0
32364,40.16,0.0
32364,12.0,0.0
32364,7.68,0.0
32366,95.59,0.0
32366,59.9,0.0
32366,79.2,0.0
32367,39.9,0.0
32367,77.75,0.0
32368,275.44,0.0
32369,125.7,0.0
32369,40.0,0.0
32370,1102.8,0.0
32372,3.84,0.0
32372,22.0,0.0
32373,17.99,0.0
32373,110.9,0.0
32373,0.76,0.0
32373,132.9,0.0
32374,47.98,0.0
32374,13.99,0.0
32375,29.99,0.0
32376,121.7,0.0
32377,172.75,0.0
32378,91.9,0.0
32378,20.0,0.0
32379,43.5,0.0
32380,4.68,0.0
32381,7.53,0.0
32381,181.93,0.0
32382,17.99,0.0
32382,24.99,0.0
32383,3.87,0.0
32384,3.57,0.0
32384,84.0,0.0
32384,19.9,0.0
32385,550.35,0.0
32386,181.58,0.0
32386,0.89,0.0
32386,19.99,0.0
32386,287.53,0.0
32387,15.0,0.0
32387,211.05,0.0
32388,34.95,0.0
32389,8.98,0.0
32390,95.0,0.0
32390,224.41,0.0
32390,1.29,0.0
32391,22.0,0.0
32391,85.0,0.0
32392,99.99,0.0
32392,66.39,0.0
32392,18.98,0.0
32392,17.07,0.0
32394,214.11,0.0
32395,6.35,0.0
32395,175.5,0.0
32396,132.0,0.0
32396,436.13,0.0
32398,4.99,0.0
32398,47.9,0.0
32399,35.7,0.0
32399,132.0,0.0
32401,53.85,0.0
32401,134.9,0.0
32402,372.56,0.0
32402,95.6,0.0
32403,67.41,0.0
32403,6.95,0.0
32403,13.21,0.0
32403,19.67,0.0
32404,24.99,0.0
32404,1.0,0.0
32404,11.83,0.0
32404,15.45,0.0
32405,99.99,0.0
32405,19.95,0.0
32405,9.99,0.0
32406,99.9,0.0
32406,999.88,0.0
32406,424.88,0.0
32407,49.0,0.0
32408,11.41,0.0
32408,54.95,0.0
32408,0.89,0.0
32409,6.44,0.0
32409,9.99,0.0
32410,52.73,0.0
32410,10.0,0.0
32411,122.15,0.0
32412,219.0,0.0
32412,43.0,0.0
32414,17.99,0.0
32415,1.0,0.0
32415,7.6,0.0
32416,18.9,0.0
32416,43.78,0.0
32417,15.16,0.0
32417,27.66,0.0
32418,1.29,0.0
32418,4.0,0.0
32420,111.0,0.0
32420,1.0,0.0
32421,21.52,0.0
32421,100.0,0.0
32421,1.98,0.0
32422,8.99,0.0
32423,7.44,0.0
32424,2.69,0.0
32425,139.0,0.0
32426,65.85,0.0
32426,179.0,0.0
32426,34.99,0.0
32427,498.04,0.0
32427,10.1,0.0
32427,50.9,0.0
32427,36.2,0.0
32427,8.0,0.0
32428,95.0,0.0
32428,3.95,0.0
32428,15.0,0.0
32429,12.0,0.0
32430,346.14,0.0
32430,166.8,0.0
32430,477.4,0.0
32431,6.99,0.0
32431,12.2,0.0
32431,9.41,0.0
32432,5.99,0.0
32432,5.99,0.0
32432,5.0,0.0
32432,7.68,0.0
32433,31.34,0.0
32433,273.04,0.0
32433,273.04,0.0
32433,213.96,0.0
32433,213.96,0.0
32435,104.7,0.0
32435,29.0,0.0
32435,89.44,0.0
32436,1.79,0.0
32436,15.0,0.0
32436,72.15,0.0
32437,22.75,0.0
32437,3.49,0.0
32438,35.0,0.0
32438,1.0,0.0
32439,49.0,0.0
32439,45.0,0.0
32440,30.99,0.0
32440,5.0,0.0
32441,9.08,0.0
32441,39.46,0.0
32442,35.8,0.0
32442,76.85,0.0
32442,97.82,0.0
32443,197.84,0.0
32444,86.9,0.0
32444,1.0,0.0
32444,1.29,0.0
32444,1149.0,0.0
32445,6.99,0.0
32445,34.8,0.0
32446,0.38,0.0
32446,4.74,0.0
32446,11.37,0.0
32446,89.99,0.0
32447,0.89,0.0
32447,79.2,0.0
32448,19.99,0.0
32448,22.7,0.0
32448,4.19,0.0
32448,8.4,0.0
32448,15.0,0.0
32448,0.99,0.0
32449,10.0,0.0
32450,250.2,0.0
32451,92.79,0.0
32452,86.95,0.0
32453,3.77,0.0
32453,84.4,0.0
32454,89.99,0.0
32454,88.97,0.0
32454,601.0,0.0
32456,6.99,0.0
32457,1.0,0.0
32457,57.0,0.0
32458,9.08,0.0
32458,1.29,0.0
32462,89.0,0.0
32462,2.99,0.0
32462,149.97,0.0
32463,90.0,0.0
32464,3.87,0.0
32464,19.95,0.0
32465,55.1,0.0
32466,160.8,0.0
32468,74.99,0.0
32468,9.99,0.0
32468,2.0,0.0
32470,1.98,0.0
32470,0.89,0.0
32472,7.61,0.0
32473,15.0,0.0
32473,0.0,0.0
32475,1.98,0.0
32475,3.8,0.0
32476,82.0,0.0
32476,18.0,0.0
32476,39.95,0.0
32477,1.79,0.0
32478,18.52,0.0
32478,126.0,0.0
32478,2.31,0.0
32478,0.89,0.0
32478,39.18,0.0
32478,89.99,0.0
32479,18.09,0.0
32480,4.0,0.0
32481,72.35,0.0
32481,85.9,0.0
32482,62.0,0.0
32483,11.87,0.0
32484,112.26,0.0
32485,89.99,0.0
32485,15.62,0.0
32486,30.0,0.0
32487,139.9,0.0
32487,1.98,0.0
32487,300.0,0.0
32487,9.99,0.0
32488,103.0,0.0
32488,95.08,0.0
32488,14.77,0.0
32489,70.0,0.0
32489,2.58,0.0
32490,250.0,0.0
32490,59.7,0.0
32490,3.24,0.0
32490,577.5,0.0
32491,0.99,0.0
32491,19.99,0.0
32492,13.75,0.0
32493,1.0,0.0
32493,9.99,0.0
32493,19.3,0.0
32493,0.89,0.0
32494,145.0,0.0
32495,5.0,0.0
32495,1.0,0.0
32495,3.0,0.0
32495,1.78,0.0
32496,1.29,0.0
32496,9.99,0.0
32496,59.9,0.0
32496,35.0,0.0
32497,4.46,0.0
32498,94.95,0.0
32499,0.89,0.0
32499,8.42,0.0
32500,149.44,0.0
32500,87.0,0.0
32501,61.8,0.0
32501,17.8,0.0
32502,1.79,0.0
32502,17.99,0.0
32503,3.87,0.0
32503,0.89,0.0
32503,188.63,0.0
32503,3.59,0.0
32504,250.0,0.0
32504,39.9,0.0
32504,89.99,0.0
32504,4.49,0.0
32506,52.01,0.0
32506,17.92,0.0
32506,0.76,0.0
32507,650.2,0.0
32507,0.76,0.0
32507,38.42,0.0
32509,211.53,0.0
32509,334.9,0.0
32509,9.0,0.0
32510,70.0,0.0
32510,2.69,0.0
32510,633.0,0.0
32510,6.09,0.0
32511,59.8,0.0
32511,867.6,0.0
32512,151.67,0.0
32513,89.99,0.0
32513,499.0,0.0
32513,11.5,0.0
32514,29.93,0.0
32515,0.0,0.0
32516,157.57,0.0
32516,1.79,0.0
32518,7.8,0.0
32518,3.98,0.0
32519,1.29,0.0
32519,41.0,0.0
32520,133.57,0.0
32520,0.89,0.0
32521,41.1,0.0
32521,5.0,0.0
32521,99.95,0.0
32522,16.0,0.0
32522,1.79,0.0
32522,359.52,0.0
32523,29.53,0.0
32523,1.0,0.0
32523,11.39,0.0
32524,46.03,0.0
32524,9.99,0.0
32524,10.57,0.0
32525,15.0,0.0
32526,47.22,0.0
32526,19.72,0.0
32527,70.0,0.0
32527,7.58,0.0
32527,379.0,0.0
32528,0.76,0.0
32528,48.0,0.0
32528,25.0,0.0
32529,39.95,0.0
32530,1.31,0.0
32530,76.07,0.0
32531,0.89,0.0
32531,119.44,0.0
32531,22.0,0.0
32532,692.52,0.0
32532,10.62,0.0
32533,89.99,0.0
32534,99.0,0.0
32534,59.7,0.0
32535,300.0,0.0
32535,4.99,0.0
32535,0.89,0.0
32536,14.64,0.0
32536,117.99,0.0
32536,31.5,0.0
32536,0.77,0.0
32536,32.0,0.0
32537,286.75,0.0
32537,13.99,0.0
32538,39.99,0.0
32538,10.0,0.0
32538,110.0,0.0
32538,21.9,0.0
32538,84.88,0.0
32539,30.18,0.0
32540,25.0,0.0
32540,165.41,0.0
32540,18.5,0.0
32540,145.0,0.0
32540,22.98,0.0
32541,133.08,0.0
32541,19.0,0.0
32542,103.0,0.0
32543,1.0,0.0
32544,115.02,0.0
32545,3.76,0.0
32545,1.29,0.0
32545,0.92,0.0
32546,46.61,0.0
32547,36.16,0.0
32549,56.69,0.0
32549,7.99,0.0
32550,30.0,0.0
32550,114.7,0.0
32551,89.99,0.0
32551,275.42,0.0
32551,1.5,0.0
32552,1.98,0.0
32553,436.55,0.0
32553,5.0,0.0
32554,8.95,0.0
32554,9.99,0.0
32555,44.32,0.0
32555,3.15,0.0
32557,52.5,0.0
32557,36.9,0.0
32557,60.89,0.0
32557,65.0,0.0
32557,99.2,0.0
32557,9.99,0.0
32558,74.99,0.0
32558,63.0,0.0
32558,21.39,0.0
32559,59.0,0.0
32559,69.99,0.0
32560,100.0,0.0
32560,39.5,0.0
32560,0.76,0.0
32561,9.99,0.0
32562,29.99,0.0
32563,235.95,0.0
32563,136.9,0.0
32564,446.0,0.0
32564,4.68,0.0
32564,389.0,0.0
32565,89.99,0.0
32565,15.44,0.0
32566,0.0,0.0
32566,250.0,0.0
32567,135.92,0.0
32567,12.0,0.0
32568,89.99,0.0
32568,0.76,0.0
32570,67.61,0.0
32570,81.0,0.0
32570,102.9,0.0
32570,51.61,0.0
32570,30.72,0.0
32571,159.0,0.0
32571,1.38,0.0
32571,7.57,0.0
32572,99.5,0.0
32574,62.35,0.0
32574,26.1,0.0
32574,25.7,0.0
32575,1.0,0.0
32575,257.5,0.0
32575,50.0,0.0
32578,25.0,0.0
32578,53.0,0.0
32579,199.0,0.0
32579,11.35,0.0
32580,17.9,0.0
32581,132.95,0.0
32581,26.71,0.0
32581,0.77,0.0
32581,70.85,0.0
32582,2602.7,0.0
32583,11.41,0.0
32583,1.29,0.0
32583,768.0,0.0
32584,15.0,0.0
32585,17.49,0.0
32585,354.8,0.0
32586,0.76,0.0
32587,19.98,0.0
32587,439.0,0.0
32588,135.0,0.0
32588,55.0,0.0
32589,15.0,0.0
32591,4.99,0.0
32591,7.5,0.0
32592,79.0,0.0
32592,4.31,0.0
32593,0.01,0.0
32593,0.89,0.0
32594,29.9,0.0
32594,3.73,0.0
32594,8.7,0.0
32595,40.0,0.0
32595,1.0,0.0
32597,512.3,0.0
32597,9.34,0.0
32597,17.99,0.0
32597,16.0,0.0
32598,290.0,0.0
32599,216.0,0.0
32599,3.59,0.0
32600,34.19,0.0
32600,12.17,0.0
32600,638.95,0.0
32601,17.4,0.0
32601,11.5,0.0
32603,141.0,0.0
32603,27.83,0.0
32603,213.0,0.0
32604,89.99,0.0
32605,7429.15,0.0
32605,179.0,0.0
32605,130.0,0.0
32605,124.67,0.0
32605,111.57,0.0
32608,199.0,0.0
32609,65.49,0.0
32609,13.0,0.0
32610,3.68,0.0
32611,9.88,0.0
32612,0.77,0.0
32612,51.9,0.0
32612,61.34,0.0
32612,148.33,0.0
32613,186.62,0.0
32613,293.68,0.0
32613,64.65,0.0
32613,0.89,0.0
32613,118.9,0.0
32613,105.16,0.0
32614,9.99,0.0
32614,9.99,0.0
32614,4.0,0.0
32615,69.99,0.0
32616,140.23,0.0
32616,55.0,0.0
32616,53.5,0.0
32617,119.92,0.0
32617,108.87,0.0
32617,2000.0,0.0
32617,0.69,0.0
32617,192.63,0.0
32617,1.0,0.0
32617,0.77,0.0
32618,145.49,0.0
32618,21.09,0.0
32618,292.07,0.0
32619,118.0,0.0
32619,83.05,0.0
32621,47.19,0.0
32622,249.0,0.0
32623,99.99,0.0
32623,389.0,0.0
32624,38.47,0.0
32624,151.13,0.0
32624,48.65,0.0
32626,199.76,0.0
32627,9.99,0.0
32627,1.29,0.0
32627,64.99,0.0
32627,35.9,0.0
32628,64.17,0.0
32628,1.0,0.0
32628,273.77,0.0
32628,46.27,0.0
32628,204.0,0.0
32628,2.69,0.0
32629,57.5,0.0
32629,57.07,0.0
32629,99.8,0.0
32630,500.0,0.0
32630,143.75,0.0
32631,96.44,0.0
32631,898.0,0.0
32631,40.0,0.0
32632,1.0,0.0
32632,2.29,0.0
32632,33.75,0.0
32633,55.85,0.0
32633,15.43,0.0
32633,2.58,0.0
32633,118.41,0.0
32634,1.0,0.0
32635,1.38,0.0
32635,23.9,0.0
32636,1.79,0.0
32637,164.01,0.0
32637,39.99,0.0
32637,96.44,0.0
32637,11.72,0.0
32638,100.0,0.0
32638,1.0,0.0
32638,599.08,0.0
32638,9.99,0.0
32639,92.0,0.0
32640,1.79,0.0
32640,138.0,0.0
32641,170.58,0.0
32641,22.49,0.0
32641,37.16,0.0
32641,1.51,0.0
32641,70.23,0.0
32641,12.99,0.0
32642,316.0,0.0
32642,111.96,0.0
32643,43.0,0.0
32643,541.68,0.0
32645,130.93,0.0
32646,89.99,0.0
32647,38.95,0.0
32647,34.95,0.0
32647,35.83,0.0
32648,176.65,0.0
32648,33.0,0.0
32648,42.46,0.0
32648,15.0,0.0
32649,342.5,0.0
32649,19.98,0.0
32649,9.42,0.0
32649,220.52,0.0
32650,1.79,0.0
32650,4.0,0.0
32650,9.99,0.0
32651,17.47,0.0
32652,1.0,0.0
32652,6.99,0.0
32653,111.0,0.0
32654,316.0,0.0
32655,205.75,0.0
32655,60.98,0.0
32656,25.0,0.0
32656,9.99,0.0
32657,9.42,0.0
32657,1.46,0.0
32659,2.69,0.0
32659,1.98,0.0
32659,28.75,0.0
32659,10.0,0.0
32659,8.98,0.0
32660,50.0,0.0
32660,0.71,0.0
32660,22.88,0.0
32661,1.98,0.0
32661,79.0,0.0
32661,204.0,0.0
32661,0.77,0.0
32662,0.76,0.0
32662,1.78,0.0
32662,89.99,0.0
32663,31.27,0.0
32663,37.5,0.0
32663,605.16,0.0
32663,0.89,0.0
32664,0.8,0.0
32664,12.26,0.0
32664,12.21,0.0
32665,1.0,0.0
32665,0.92,0.0
32665,0.69,0.0
32665,333.05,0.0
32665,200.0,0.0
32667,4.54,0.0
32668,71.6,0.0
32668,58.9,0.0
32669,53.94,0.0
32671,4.25,0.0
32672,1.0,0.0
32672,91.05,0.0
32673,46.86,0.0
32673,44.0,0.0
32674,1481.74,0.0
32676,39.95,0.0
32677,201.6,0.0
32677,342.79,0.0
32677,1.0,0.0
32678,2.99,0.0
32678,74.99,0.0
32678,220.0,0.0
32679,45.0,0.0
32679,191.12,0.0
32679,439.0,0.0
32680,46.72,0.0
32681,21.85,0.0
32681,52.0,0.0
32682,106.02,0.0
32682,9.99,0.0
32683,8.0,0.0
32684,3.99,0.0
32685,8.04,0.0
32685,30.58,0.0
32686,0.0,1.0
32687,98.0,0.0
32687,1.0,0.0
32687,6.0,0.0
32692,130.9,0.0
32692,15.86,0.0
32693,360.0,0.0
32693,15.28,0.0
32695,20.0,0.0
32695,95.5,0.0
32696,24.56,0.0
32696,5.0,0.0
32697,118.75,0.0
32697,10.0,0.0
32697,75.0,0.0
32698,9.99,0.0
32699,69.99,0.0
32700,63.9,0.0
32700,189.59,0.0
32701,7.2,0.0
32701,54.97,0.0
32702,101.9,0.0
32703,1.84,0.0
32704,0.07,0.0
32704,1.0,0.0
32705,5.2,0.0
32705,9.35,0.0
32705,101.98,0.0
32706,7.6,0.0
32706,144.0,0.0
32707,22.04,0.0
32708,256.0,0.0
32708,1.99,0.0
32709,92.0,0.0
32709,117.0,0.0
32710,12.52,0.0
32710,3.76,0.0
32713,18.14,0.0
32713,1.29,0.0
32714,40.0,0.0
32714,19.95,0.0
32714,20.25,0.0
32714,49.95,0.0
32715,103.0,0.0
32716,144.79,0.0
32716,12.29,0.0
32718,148.0,0.0
32718,153.9,0.0
32719,69.0,0.0
32719,2.24,0.0
32719,11.29,0.0
32719,126.0,0.0
32720,185.64,0.0
32720,144.56,0.0
32720,36.88,0.0
32720,12.0,0.0
32721,396.95,0.0
32721,822.16,0.0
32722,111.9,0.0
32723,2.69,0.0
32723,8.8,0.0
32724,3.84,0.0
32724,0.89,0.0
32725,28.23,0.0
32725,6.3,0.0
32725,132.0,0.0
32725,24.99,0.0
32726,29.13,0.0
32726,10.0,0.0
32727,369.02,0.0
32728,1.98,0.0
32728,169.0,0.0
32729,1.46,0.0
32729,189.0,0.0
32729,102.77,0.0
32730,15.0,0.0
32730,29.99,0.0
32730,53.0,0.0
32731,3.75,0.0
32731,10.5,0.0
32732,12.0,0.0
32732,17.89,0.0
32733,73.0,0.0
32734,17.31,0.0
32734,48.0,0.0
32734,162.44,0.0
32734,246.0,0.0
32735,189.0,0.0
32735,33.85,0.0
32735,59.9,0.0
32735,15.99,0.0
32735,42.87,0.0
32736,8.99,0.0
32736,10.0,0.0
32736,39.8,0.0
32736,80.0,0.0
32736,9.95,0.0
32737,7.99,0.0
32738,16.0,0.0
32739,76.0,0.0
32739,59.0,0.0
32739,115.95,0.0
32739,43.0,0.0
32739,18.37,0.0
32740,15.0,0.0
32741,10.0,0.0
32742,22.71,0.0
32742,5.2,0.0
32742,990.0,0.0
32742,53.65,0.0
32743,166.18,0.0
32743,277.5,0.0
32744,8.07,0.0
32745,13.3,0.0
32745,717.15,1.0
32746,345.0,0.0
32746,2.15,0.0
32747,413.4,0.0
32749,52.99,0.0
32750,49.99,0.0
32750,51.82,0.0
32750,3.69,0.0
32750,350.0,0.0
32751,2.5,0.0
32753,1.29,0.0
32754,3.76,0.0
32754,40.0,0.0
32754,83.38,0.0
32755,360.0,0.0
32757,0.76,0.0
32757,327.6,0.0
32758,1.18,0.0
32760,1.0,0.0
32760,0.99,0.0
32761,58.0,0.0
32761,139.38,0.0
32761,89.99,0.0
32762,25.48,0.0
32762,11.8,0.0
32762,169.0,0.0
32762,85.95,0.0
32763,527.24,0.0
32763,130.89,0.0
32763,8.99,0.0
32763,285.9,0.0
32763,28.25,0.0
32763,18.6,0.0
32764,1.0,0.0
32766,13.0,0.0
32766,2.74,0.0
32768,110.21,0.0
32768,64.5,0.0
32768,18.69,0.0
32769,1.46,0.0
32771,9.5,0.0
32771,4.76,0.0
32771,4.85,0.0
32772,1.09,0.0
32772,383.2,0.0
32773,168.9,0.0
32774,100.0,0.0
32775,10.65,0.0
32775,68.0,0.0
32775,0.76,0.0
32775,80.65,0.0
32776,77.7,0.0
32776,64.75,0.0
32776,125.4,0.0
32776,23.79,0.0
32777,10.0,0.0
32778,196.0,0.0
32778,5.52,0.0
32779,3.47,0.0
32779,1.78,0.0
32780,131.55,0.0
32780,26.45,0.0
32781,18.89,0.0
32781,25.97,0.0
32781,21.63,0.0
32781,7.81,0.0
32782,86.03,0.0
32782,0.89,0.0
32782,61.92,0.0
32782,217.77,0.0
32783,477.0,0.0
32783,667.6,0.0
32785,49.0,0.0
32785,5.99,0.0
32785,243.57,0.0
32787,42.13,0.0
32787,65.0,0.0
32788,22.5,0.0
32789,5.37,0.0
32789,1.52,0.0
32790,100.0,0.0
32791,741.0,0.0
32791,92.87,0.0
32791,13.45,0.0
32792,6.08,0.0
32792,4.49,0.0
32792,15.17,0.0
32792,12.99,0.0
32793,61.66,0.0
32795,115.3,0.0
32796,754.57,0.0
32796,2.92,0.0
32797,29.0,0.0
32798,112.0,0.0
32798,12.4,0.0
32798,1.0,0.0
32799,0.0,0.0
32799,300.0,0.0
32800,72.98,0.0
32800,106.0,0.0
32801,104.45,0.0
32801,1.0,0.0
32801,13.4,0.0
32802,13.78,0.0
32802,32.0,0.0
32802,7.61,0.0
32803,604.72,0.0
32803,1.31,0.0
32803,15.0,0.0
32804,1.29,0.0
32805,9.87,0.0
32805,189.0,0.0
32805,96.0,0.0
32806,439.0,0.0
32806,99.0,0.0
32806,125.9,0.0
32807,49.0,0.0
32808,74.99,0.0
32809,2.24,0.0
32810,17.14,0.0
32810,9.03,0.0
32810,17.66,0.0
32812,1.0,0.0
32812,1.79,0.0
32813,11.53,0.0
32813,2.69,0.0
32814,368.0,0.0
32815,103.84,0.0
32816,174.6,0.0
32816,2.23,0.0
32816,74.56,0.0
32817,67.5,0.0
32817,0.76,0.0
32819,125.9,0.0
32819,105.0,0.0
32819,110.0,0.0
32821,78.0,0.0
32821,67.75,0.0
32821,1.0,0.0
32822,8.43,0.0
32822,3.99,0.0
32822,21.89,0.0
32822,3.59,0.0
32823,700.18,0.0
32823,16.92,0.0
32823,12.0,0.0
32824,53.63,0.0
32824,77.9,0.0
32825,467.49,0.0
32825,1.0,0.0
32827,43.8,0.0
32828,399.0,0.0
32828,51.0,0.0
32828,40.28,0.0
32829,846.34,0.0
32829,30.31,0.0
32829,11.0,0.0
32830,0.89,0.0
32831,99.99,0.0
32831,72.42,0.0
32831,28.0,0.0
32831,22.2,0.0
32832,207.96,0.0
32832,2.0,0.0
32832,11.5,0.0
32833,76.7,0.0
32833,9.99,0.0
32833,5.22,0.0
32834,31.0,0.0
32834,59.17,0.0
32834,1.0,0.0
32835,47.8,0.0
32836,0.76,0.0
32836,15.0,0.0
32836,127.0,0.0
32836,71.99,0.0
32837,77.0,0.0
32837,17.9,0.0
32837,17.8,0.0
32838,11.0,0.0
32838,305.65,0.0
32838,64.99,0.0
32839,43.0,0.0
32839,12.99,0.0
32840,95.79,0.0
32840,2.58,0.0
32840,1.29,0.0
32841,171.73,0.0
32841,54.0,0.0
32841,314.9,0.0
32841,4.24,0.0
32842,4.6,0.0
32842,1456.08,0.0
32842,2.69,0.0
32842,0.99,0.0
32842,7.68,0.0
32844,79.0,0.0
32844,63.6,0.0
32844,4.91,0.0
32844,24.95,0.0
32845,45.0,0.0
32845,1.0,0.0
32846,1.11,0.0
32846,99.99,0.0
32846,187.64,0.0
32846,2.0,0.0
32847,3.07,0.0
32847,61.16,0.0
32848,3.73,0.0
32848,18.35,0.0
32848,955.02,0.0
32848,3.59,0.0
32849,30.98,0.0
32849,1.79,0.0
32849,9.99,0.0
32849,54.99,0.0
32849,76.0,0.0
32849,107.0,0.0
32849,188.5,0.0
32850,137.0,0.0
32850,27.4,0.0
32850,350.0,0.0
32851,20.47,0.0
32851,23.0,0.0
32851,20.7,0.0
32851,210.38,0.0
32851,3.76,0.0
32851,95.11,0.0
32851,55.2,0.0
32851,14.17,0.0
32852,8.99,0.0
32852,9.99,0.0
32852,7.84,0.0
32854,9.95,0.0
32854,140.18,0.0
32855,2.69,0.0
32855,26.8,0.0
32855,1.49,0.0
32855,10.0,0.0
32856,87.0,0.0
32856,123.5,0.0
32856,122.62,0.0
32857,10.5,0.0
32859,235.07,0.0
32859,4.83,0.0
32860,144.0,0.0
32861,71.4,0.0
32861,16.47,0.0
32862,72.76,0.0
32863,9.59,0.0
32863,35.53,0.0
32863,253.68,0.0
32865,33.98,0.0
32865,19.95,0.0
32865,1.98,0.0
32865,5.31,0.0
32865,146.11,0.0
32866,27.5,0.0
32866,251.21,0.0
32867,49.0,0.0
32867,4.0,0.0
32867,220.0,0.0
32867,25.85,0.0
32868,0.49,0.0
32868,85.19,0.0
32869,22.0,0.0
32869,262.0,0.0
32869,1.0,0.0
32869,864.83,0.0
32871,60.4,0.0
32871,59.94,0.0
32871,208.0,0.0
32872,150.0,0.0
32872,35.0,0.0
32872,26.85,0.0
32872,440.25,0.0
32873,1.49,0.0
32873,68.9,0.0
32873,590.0,0.0
32874,89.58,0.0
32874,77.88,0.0
32875,335.35,0.0
32876,10.0,0.0
32876,643.4,0.0
32876,68.01,0.0
32876,6.26,0.0
32878,50.96,0.0
32878,49.98,0.0
32879,0.76,0.0
32879,0.89,0.0
32879,0.47,0.0
32879,26.93,0.0
32879,1200.0,0.0
32879,8.05,0.0
32880,49.0,0.0
32880,33.0,0.0
32880,84.99,0.0
32880,15.17,0.0
32881,15.99,0.0
32881,23.43,0.0
32882,5.37,0.0
32882,44.0,0.0
32882,8.05,0.0
32883,5.76,0.0
32883,29.56,0.0
32884,119.46,0.0
32884,29.04,0.0
32885,46.1,0.0
32886,10.0,0.0
32887,4.53,0.0
32888,382.32,0.0
32888,14.9,0.0
32889,10.0,0.0
32890,289.0,0.0
32890,130.65,0.0
32890,533.83,0.0
32890,2.23,0.0
32890,4.46,0.0
32890,15.0,0.0
32891,180.0,0.0
32891,18.16,0.0
32892,64.71,0.0
32893,4.0,0.0
32894,45.0,0.0
32897,1.0,0.0
32897,8.99,0.0
32897,1.98,0.0
32897,59.95,0.0
32898,4.99,0.0
32898,85.89,0.0
32899,7.58,0.0
32899,50.0,0.0
32900,99.0,0.0
32900,58.0,0.0
32900,1.98,0.0
32901,0.76,0.0
32901,4.13,0.0
32901,170.0,0.0
32901,3.76,0.0
32904,55.0,0.0
32904,14.1,0.0
32904,0.76,0.0
32905,0.77,0.0
32905,1.98,0.0
32905,214.0,0.0
32906,1.0,0.0
32906,9.99,0.0
32907,174.24,0.0
32907,265.65,0.0
32907,46.55,0.0
32907,59.48,0.0
32908,58.0,0.0
32909,219.4,0.0
32909,1.29,0.0
32909,18.2,0.0
32910,200.0,0.0
32911,254.98,0.0
32911,4.49,0.0
32911,10.95,0.0
32912,1406.63,0.0
32912,29.99,0.0
32914,385.73,0.0
32914,99.99,0.0
32914,120.0,0.0
32915,28.98,0.0
32915,33.41,0.0
32916,25.0,0.0
32918,56.0,0.0
32919,56.4,0.0
32920,1.0,0.0
32920,9.88,0.0
32921,58.01,0.0
32921,220.58,0.0
32922,3.99,0.0
32922,85.41,0.0
32922,19.77,0.0
32922,11.5,0.0
32922,5.3,0.0
32922,20.0,0.0
32923,400.0,0.0
32923,4.49,0.0
32923,1.0,0.0
32924,49.0,0.0
32924,724.5,0.0
32924,3.13,0.0
32925,89.99,0.0
32925,11.5,0.0
32926,15.0,0.0
32927,13.99,0.0
32927,138.6,0.0
32928,7.68,0.0
32929,1.5,0.0
32932,79.42,0.0
32932,5.49,0.0
32932,31.66,0.0
32932,24.99,0.0
32932,4.49,0.0
32933,75.5,0.0
32934,175.26,0.0
32934,15.0,0.0
32935,0.94,0.0
32935,100.0,0.0
32935,19.95,0.0
32935,1.29,0.0
32936,79.5,0.0
32936,37.53,0.0
32937,9.99,0.0
32937,150.0,0.0
32937,41.97,0.0
